1,3,6,3,6,9,11,11,12,17,26,40,59,71,86,95,105,110,117,121,121,130,123,115,103,96,83,68,60,53,42,42,39,37,33,33,23,26,24,23,25,20,18,17,17,16,14,9,7,6,4,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,1,1,3,4,5,11,15,17,26,32,41,51,47,53,62,68,81,89,97,98,107,105,89,86,82,73,65,53,51,49,46,46,45,36,37,37,32,25,23,20,16,12,9,8,8,7,5,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,3,5,4,6,10,10,13,17,22,34,46,58,62,81,85,101,106,117,114,112,104,112,107,89,77,72,69,60,55,54,53,50,41,37,32,29,28,30,25,22,18,14,13,14,13,10,9,9,6,6,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,4,5,9,12,12,22,31,44,54,62,72,88,103,107,120,130,136,125,119,111,102,91,74,71,65,52,40,34,31,26,23,19,16,14,13,11,11,8,9,6,5,4,5,5,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,7,9,11,12,10,10,14,20,21,33,45,57,68,83,94,102,111,108,107,110,112,108,98,92,89,79,73,64,61,56,53,48,45,42,36,30,26,25,21,17,14,12,11,9,9,9,7,5,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,5,4,4,6,5,8,9,9,8,10,15,25,30,40,46,51,59,74,78,88,99,102,118,113,107,100,97,89,81,76,74,64,57,40,36,29,22,23,24,23,24,19,16,15,14,11,9,9,10,8,7,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,7,8,6,8,11,16,20,27,37,46,55,67,87,109,120,125,131,138,139,136,126,126,115,105,94,76,68,56,48,41,39,33,29,26,22,15,16,11,10,8,5,5,5,4,5,5,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,3,4,7,11,19,26,27,34,34,48,58,62,71,86,85,100,106,100,103,93,96,99,88,74,68,65,58,49,47,40,35,28,24,24,18,21,17,12,11,11,13,14,12,10,9,9,9,10,6,6,5,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,6,6,13,18,29,33,47,64,74,96,102,106,114,127,130,130,122,118,100,80,72,66,55,50,44,34,27,24,22,15,10,8,7,4,3,3,3,3,4,4,5,5,5,5,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,2,1,1,2,2,2,2,3,5,4,8,11,14,17,21,32,34,32,48,60,58,56,76,86,110,105,100,103,99,83,77,72,71,68,64,54,49,43,35,30,30,29,27,24,23,21,18,14,13,13,10,8,7,7,6,6,5,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
