1,3,3,6,17,23,36,50,68,109,161,222,283,325,370,372,365,337,292,254,227,206,195,168,132,107,91,80,63,53,42,35,33,28,22,23,16,16,13,12,11,9,6,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,6,11,16,28,57,89,114,154,206,247,300,330,343,343,343,325,290,251,212,197,175,153,127,106,84,65,56,47,44,37,35,31,28,24,21,14,13,11,8,4,4,5,5,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,4,9,14,29,48,70,107,136,214,270,312,360,371,345,329,300,269,225,204,175,146,128,107,88,78,66,55,52,47,37,33,28,25,20,19,14,13,14,11,9,8,6,5,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,5,7,13,23,38,56,91,132,183,237,293,325,362,357,327,323,296,253,216,190,173,146,118,101,85,81,66,54,36,33,25,23,19,15,12,8,6,6,7,6,6,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,7,12,21,31,44,68,119,195,262,309,342,369,377,360,314,281,252,209,177,144,130,115,97,83,69,53,46,33,26,22,20,16,12,10,10,8,6,4,4,4,4,3,2,2,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,6,8,14,22,36,62,101,164,225,281,311,351,346,346,330,294,273,238,223,178,152,137,119,101,83,75,63,53,48,38,30,27,25,18,12,11,9,6,6,6,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,7,17,29,47,98,146,213,249,283,301,329,322,310,293,275,245,214,188,163,141,130,114,98,81,66,52,42,32,25,20,13,13,11,8,6,5,5,4,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4,2,5,8,16,18,35,58,80,111,146,215,248,297,346,352,345,328,309,265,228,204,186,159,135,117,102,88,77,70,57,50,42,38,35,32,30,23,22,19,18,13,11,9,8,5,4,4,4,4,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,3,7,13,31,48,74,107,158,228,289,348,384,381,352,324,286,265,233,206,180,154,135,119,103,94,77,68,65,54,51,43,34,31,28,23,22,16,14,14,12,10,8,9,7,6,5,4,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,2,2,2,5,9,23,34,47,78,130,183,219,280,321,339,343,338,312,286,268,241,213,173,152,139,115,93,81,71,62,59,50,42,32,27,24,22,20,12,10,10,8,6,5,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
