1,1,2,3,3,3,3,2,2,2,1,1,3,3,4,5,5,6,8,8,12,16,16,19,25,26,28,28,24,22,23,20,22,24,29,31,38,38,40,39,38,42,44,60,63,70,81,73,80,84,88,78,78,75,90,99,99,99,106,105,103,99,94,91,80,79,70,63,56,51,44,36,33,28,29,26,21,16,14,14,8,9,7,6,7,8,10,11,12,13,13,14,12,13,14,13,13,12,8,7,6,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,4,4,6,7,10,8,11,12,11,13,15,14,11,14,15,16,19,22,30,37,47,50,44,46,44,59,62,56,57,60,55,58,58,56,56,62,68,61,59,66,68,68,70,59,64,63,62,57,59,59,49,48,41,41,46,45,40,41,40,39,38,30,28,27,26,20,15,12,11,10,13,10,10,9,7,9,10,10,8,7,6,7,7,8,9,10,9,11,9,10,13,13,12,9,8,8,4,2,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,2,2,2,3,4,3,3,8,11,11,11,10,12,14,16,20,22,25,24,28,39,40,40,37,39,36,46,53,61,62,60,55,62,79,79,78,81,81,87,87,81,85,85,91,88,89,85,85,88,78,78,69,69,64,63,59,56,51,42,36,33,29,32,27,27,22,20,18,14,14,12,9,6,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,6,5,6,6,4,9,9,9,9,10,13,10,10,8,10,10,11,11,14,21,24,28,28,35,39,42,43,42,47,52,65,73,76,74,76,72,84,68,62,60,57,64,61,61,57,56,53,52,59,65,62,64,58,61,60,47,48,52,44,41,35,33,43,42,41,31,28,25,21,22,20,21,20,18,18,20,18,20,20,15,14,10,9,8,7,6,6,6,5,7,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,5,7,10,12,11,13,12,9,11,13,15,13,7,9,8,9,6,5,6,6,9,12,15,15,16,23,28,32,34,42,42,40,43,48,52,60,62,63,63,70,73,75,71,73,77,77,73,83,81,79,76,78,74,70,69,62,58,57,54,49,43,48,52,46,48,46,47,43,41,40,34,35,33,33,26,30,28,31,29,28,23,24,18,16,12,13,14,13,9,7,6,4,5,6,6,6,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,8,8,8,8,7,8,6,8,9,11,12,16,20,25,30,34,39,44,48,51,50,65,64,75,71,60,66,70,67,73,73,68,57,59,54,54,53,54,55,64,65,65,65,56,50,52,45,38,37,37,36,26,27,23,19,16,13,8,8,6,5,6,6,4,1,1,2,2,5,6,4,5,7,7,10,9,10,10,9,8,7,5,5,5,5,5,5,5,9,7,9,7,7,3,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,2,2,3,5,5,8,6,8,5,5,5,6,7,7,8,8,7,9,11,16,23,22,26,28,29,33,37,38,44,48,56,59,64,59,62,74,68,78,71,67,68,73,72,72,67,61,51,45,52,47,45,41,41,40,40,37,41,39,40,44,37,35,37,38,39,39,39,33,31,28,24,26,21,17,18,19,20,16,17,16,18,20,19,18,18,16,13,13,11,11,11,5,5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,2,3,3,5,5,6,7,9,9,14,19,23,31,39,41,42,49,47,40,36,42,42,50,56,62,69,80,76,88,83,87,92,100,92,92,93,86,81,76,76,69,63,57,58,54,44,38,35,28,26,28,21,18,18,18,17,17,17,15,15,13,18,16,14,11,12,12,8,8,10,9,8,6,9,8,8,5,5,5,5,6,7,5,7,6,7,6,4,3,3,3,2,3,3,2,2,2,3,3,4,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,2,2,1,1,1,2,2,3,3,8,8,10,13,16,14,17,16,15,19,18,19,22,29,31,30,33,38,35,37,34,40,39,45,48,55,59,66,67,66,72,73,69,71,71,73,76,73,68,68,63,65,61,65,61,57,51,48,52,54,56,54,49,45,45,40,39,33,33,28,24,22,17,15,12,8,8,5,5,5,6,6,7,8,8,7,8,7,6,7,7,5,4,5,4,5,3,4,4,6,5,5,6,6,4,3,3,3,3,3,3,3,4,4,6,6,6,5,5,4,3,5,8,7,6,3,3,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,2,3,4,5,5,6,9,8,11,16,18,21,24,26,29,31,31,32,36,40,41,46,43,63,67,65,69,76,75,83,84,80,77,80,75,72,80,74,67,57,50,56,56,65,53,55,51,50,51,54,52,48,52,51,47,47,42,43,43,47,49,45,43,43,44,41,42,38,32,28,28,26,27,25,27,29,28,21,21,18,15,12,13,9,10,8,8,6,7,6,6,5,5,6,7,6,6,5,5,5,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,5,5,7,8,11,18,19,26,32,29,37,36,39,44,54,56,55,49,48,52,51,61,65,64,58,57,56,54,56,55,69,70,76,79,75,69,66,67,68,72,66,61,62,56,59,55,55,56,45,41,34,28,31,29,25,22,18,19,21,17,13,14,15,22,20,18,17,18,17,13,12,10,14,13,16,16,13,9,7,8,6,6,5,5,4,3,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,5,5,6,10,13,13,15,21,26,26,28,28,35,29,34,36,42,51,56,72,71,67,79,82,80,80,76,77,81,78,77,81,73,68,69,65,63,63,59,61,60,58,57,56,55,54,44,44,42,37,34,34,36,32,25,25,18,17,16,15,14,11,11,10,9,8,7,9,9,8,9,12,11,12,10,8,7,8,8,6,7,6,7,5,5,7,6,5,6,3,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,3,3,3,4,3,4,2,1,1,1,1,2,2,2,2,2,1,1,2,3,4,3,3,5,4,4,4,2,1,1,1,1,2,3,4,6,8,8,8,7,7,7,7,8,7,6,9,15,17,19,16,18,19,17,14,21,27,25,27,32,30,38,39,44,44,53,62,66,67,65,76,82,85,94,93,89,78,74,76,74,73,77,83,81,82,76,71,71,65,72,68,66,52,46,42,32,32,33,33,24,23,18,13,11,9,12,7,6,6,4,4,4,4,1,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1,2,4,5,4,5,6,7,6,6,4,5,9,11,13,13,13,14,14,18,20,20,20,20,25,25,34,33,35,33,30,32,30,27,30,29,34,38,40,44,46,42,42,51,54,51,49,48,44,48,57,56,69,65,60,58,64,69,59,62,54,48,50,51,54,50,48,41,40,47,44,46,48,45,45,40,35,37,38,37,33,31,29,28,22,18,14,13,11,10,7,8,7,7,7,6,6,4,4,5,5,5,4,5,5,4,4,4,3,2,2,3,4,4,4,5,5,4,3,3,4,3,3,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,3,1,2,2,1,1,1,1,2,3,4,4,5,5,4,4,5,5,5,4,3,2,2,2,2,3,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
